C:\Users\tuj55142\Documents\GitHub\istart\Mock_Scan\Social\USE THIS COPY\EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1.edat2
ExperimentName	Subject	Session	AmtWon	Clock.Information	DataFile.Basename	Display.RefreshRate	EasyFinger	EasyKey	ExperimentVersion	Group	HardFinger	HardKey	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	Amount	Choice	Completed	Decision.RT	Probability	Procedure	Running	TapSpeed	Trials	Trials.Cycle	Trials.Sample	Winnings
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	28	6.56	1	1	1956	50	Lose	Trials	0.20531	28	1	28	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	29	3.10	0	1	2728	50	Win	Trials	0.1616667	29	1	29	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	30	2.48	1	1	2894	12	Lose	Trials	0.18481	30	1	30	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	31	5.30	1	0	2630	50	Lose	Trials	0.2386136	31	1	31	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	32	5.93	1	1	1997	88	Win	Trials	0.20897	32	1	32	5.93
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	33	5.62	0	1	2353	50	Lose	Trials	0.1505667	33	1	33	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	34	2.16	0	1	2610	88	Win	Trials	0.1616667	34	1	34	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	35	6.24	0	1	2460	12	Lose	Trials	0.1605667	35	1	35	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	36	6.56	0	1	2030	12	Lose	Trials	0.1544667	36	1	36	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	37	6.56	1	0	2264	88	Win	Trials	0.2282283	37	1	37	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	38	3.73	0	1	2334	88	Win	Trials	0.1722333	38	1	38	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	39	6.24	1	1	2159	50	Win	Trials	0.18532	39	1	39	6.24
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	40	2.79	0	1	1866	88	Lose	Trials	0.1555667	40	1	40	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	41	4.99	0	1	1642	12	Lose	Trials	0.1505667	41	1	41	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	42	4.67	0	1	1768	12	Lose	Trials	0.1594333	42	1	42	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	43	2.16	0	1	1279	50	Win	Trials	0.17	43	1	43	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	44	3.42	0	1	2052	50	Lose	Trials	0.165	44	1	44	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	45	2.79	0	1	1713	12	Win	Trials	0.1555667	45	1	45	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	46	4.99	1	1	1814	88	Win	Trials	0.19115	46	1	46	4.99
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	47	4.05	1	1	2432	88	Win	Trials	0.20114	47	1	47	4.05
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	48	5.93	0	1	1746	12	Lose	Trials	0.1672333	48	1	48	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	49	6.87	1	1	3176	88	Win	Trials	0.19898	49	1	49	6.87
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	50	3.42	0	1	1580	12	Lose	Trials	0.1594667	50	1	50	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	51	2.79	0	1	1738	50	Win	Trials	0.1566667	51	1	51	1.75
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	52	4.52	0	1	1262	12	Lose	Trials	0.1661333	52	1	52	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	53	6.09	1	1	2024	88	Lose	Trials	0.19914	53	1	53	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	54	6.72	1	1	1906	50	Lose	Trials	0.20064	54	1	54	0
EEfRTTextCuesV2_Win1_v2_815_Social_052521	3176	1	17.56	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">3497324641796</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-09-21T19:54:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815_Social_052521-3176-1	60.010	Right Index Finger	9	1.0.0.84	1	Left Pinky Finger	7	1222038766	Professional	2.0.10.356	2.0.10.356	09-21-2021	9/21/2021 7:54:27 PM	15:54:27	2.0.10.252	55	7.34	1	1	1803	88	Win	Trials	0.20931	55	1	55	7.34
