C:\Users\tuj55142\Documents\GitHub\istart\Mock_Scan\Monetary\EEfRTTextCuesV2_Win1_v2_815-1240-1.edat2
ExperimentName	Subject	Session	AmtWon	Clock.Information	DataFile.Basename	Display.ColorDepth	Display.FlippingEnabled	Display.RefreshRate	EasyKey	ExperimentVersion	Group	HardKey	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	Amount	Choice	Completed	Decision.RT	Practice	Practice.Cycle	Practice.Sample	Probability	Procedure	Running	TapSpeed	Trials	Trials.Cycle	Trials.Sample	Winnings
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	30	3.40	0	1	880				50	Lose	Trials	0.1889	26	1	26	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	31	2.50	1	0	1398				88	Win	Trials	0.2333	27	1	27	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	32	3.76	0	1	1007				50	Lose	Trials	0.1639	28	1	28	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	33	1.78	0	1	791				50	Win	Trials	0.1794667	29	1	29	1
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	34	1.42	0	1	404				12	Lose	Trials	0.1761	30	1	30	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	35	3.04	0	1	1614				50	Lose	Trials	0.1777667	31	1	31	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	36	3.40	1	0	869				88	Win	Trials	0.2210316	32	1	32	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	37	3.22	1	0	1818				50	Lose	Trials	0.2282391	33	1	33	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	38	1.24	1	0	1642				88	Win	Trials	0.2333111	34	1	34	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	39	3.58	0	1	889				12	Lose	Trials	0.18	35	1	35	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	40	3.76	0	1	867				12	Lose	Trials	0.18	36	1	36	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	41	3.76	1	0	1589				88	Win	Trials	0.2142551	37	1	37	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	42	2.14	1	0	982				88	Win	Trials	0.2359326	38	1	38	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	43	3.58	0	1	751				50	Win	Trials	0.1805667	39	1	39	1
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	44	1.60	0	1	1109				88	Lose	Trials	0.1922333	40	1	40	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	45	2.86	0	1	1767				12	Lose	Trials	0.1761	41	1	41	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	46	2.68	1	1	1426				12	Lose	Trials	0.20881	42	1	42	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	47	1.24	1	0	1069				50	Win	Trials	0.2187292	43	1	43	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	48	1.96	1	0	827				50	Lose	Trials	0.2210211	44	1	44	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	49	1.60	0	1	890				12	Win	Trials	0.1777667	45	1	45	1
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	50	2.86	1	1	918				88	Win	Trials	0.20198	46	1	46	2.86
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	51	2.32	1	0	912				88	Win	Trials	0.2187292	47	1	47	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	52	3.40	0	1	76				12	Lose	Trials	0.1878	48	1	48	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	53	3.94	1	0	732				88	Win	Trials	0.2210316	49	1	49	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	54	1.96	0	1	1256				12	Lose	Trials	0.1761333	50	1	50	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	55	1.6	1	0	1887				50	Win	Trials	0.2307472	51	1	51	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	56	2.59	0	1	788				12	Lose	Trials	0.2011	52	1	52	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	57	3.49	1	0	1009				88	Lose	Trials	0.2282391	53	1	53	0
EEfRTTextCuesV2_Win1_v2_815	1240	1	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">23323433929690</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2021-06-08T18:44:14Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	EEfRTTextCuesV2_Win1_v2_815-1240-1	32	Yes	60.011	9	1.0.0.30	1	7	1762246225	Professional	2.0.10.356	2.0.10.356	06-08-2021	6/8/2021 6:44:14 PM	14:44:14	2.0.10.252	58	3.85	0	1	1672				50	Lose	Trials	0.1861333	54	1	54	0
